age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score
20,Female,2nd Year,2.3,1,75,Unknown,Coding,7,43,50,2,4,2.1,-9.0,4.9,1.3,1.1,9,57.1
21,Female,12th,2.4,1,4,Claude,Doubt Solving,5,59,104,2,4,7.3,-0.9,7.9,5.3,3.3,5,60.3
15,Male,1st Year,5.4,0,25,Unknown,Notes,9,70,8,4,7,1.7,-3.5,6.9,0.1,4.3,7,82.3
23,Female,2nd Year,4.6,1,76,ChatGPT+Gemini,Unknown,2,30,22,9,10,6.2,35.9,5.9,2.5,4.7,6,76.9
24,Male,1st Year,5.8,1,151,ChatGPT,Homework,4,86,12,5,1,9.8,32.6,5.0,4.8,5.0,5,40.8
21,Male,1st Year,3.8,1,66,ChatGPT+Gemini,Doubt Solving,2,12,0,3,2,8.9,7.2,8.0,2.8,4.3,2,54.7
16,Male,2nd Year,1.8,0,31,Unknown,Unknown,8,44,75,8,7,8.6,27.5,8.4,1.7,1.7,6,62.9
20,Female,1st Year,2.3,1,150,ChatGPT,Coding,4,99,9,7,10,7.7,24.7,8.3,5.5,1.0,8,68.2
16,Male,10th,2.3,1,176,Unknown,Homework,1,1,26,9,8,9.4,8.2,8.6,4.0,1.4,8,84.4
20,Male,10th,2.3,1,118,ChatGPT+Gemini,Unknown,10,33,18,10,3,9.4,-14.2,8.0,3.3,3.5,3,68.1
24,Male,3rd Year,4.2,1,101,Gemini,Unknown,3,68,103,6,9,2.5,26.4,7.2,5.6,3.2,3,49.0
15,Female,10th,3.4,1,108,Copilot,Notes,7,65,95,2,1,3.1,20.7,6.2,5.5,4.2,3,62.5
23,Female,11th,2.6,1,78,ChatGPT,Doubt Solving,3,61,21,1,2,9.3,-10.6,5.5,2.1,1.3,5,52.6
19,Male,3rd Year,1.3,0,65,ChatGPT,Doubt Solving,5,46,88,5,2,3.5,9.2,4.0,2.1,2.8,5,57.0
16,Female,1st Year,0.6,0,138,ChatGPT+Gemini,Coding,2,97,10,7,8,4.4,27.7,8.2,1.8,4.5,5,47.7
16,Female,11th,1.7,1,79,Copilot,Exam Prep,8,1,74,7,4,1.4,26.1,6.2,1.7,0.3,8,61.4
22,Female,12th,1.1,1,145,Claude,Exam Prep,4,83,89,2,3,9.1,38.3,8.4,0.9,1.8,6,66.4
20,Male,2nd Year,4.8,1,9,ChatGPT,Exam Prep,1,71,15,6,8,1.6,7.8,5.6,3.8,0.4,7,69.5
18,Female,12th,1.1,1,76,Copilot,Doubt Solving,4,86,28,1,10,5.8,29.6,5.7,1.8,3.8,1,60.7
23,Male,11th,4.5,1,59,Copilot,Coding,8,36,29,1,1,3.0,-19.6,4.1,2.7,0.3,7,58.0
20,Female,10th,2.6,0,7,ChatGPT,Coding,9,79,10,2,3,1.2,18.6,6.4,2.9,4.7,6,40.3
22,Male,1st Year,0.9,1,47,Gemini,Exam Prep,1,85,56,5,1,3.6,-3.3,6.4,4.0,4.2,7,45.4
14,Male,3rd Year,5.0,1,80,Unknown,Homework,6,62,64,10,3,7.0,-10.6,7.3,5.0,0.3,2,43.2
20,Male,1st Year,3.7,1,40,Gemini,Exam Prep,4,55,5,10,6,1.8,24.3,7.7,5.8,4.1,5,72.7
19,Female,10th,1.8,1,122,ChatGPT+Gemini,Doubt Solving,8,45,76,2,8,8.7,2.3,5.7,2.6,0.5,1,53.4
23,Male,1st Year,5.4,1,7,Unknown,Homework,1,62,90,10,6,7.2,16.8,8.6,5.1,3.5,4,69.6
22,Female,2nd Year,0.7,1,92,Unknown,Coding,5,7,106,3,5,1.5,29.8,6.3,3.2,3.5,1,53.8
14,Male,2nd Year,1.6,0,164,ChatGPT+Gemini,Notes,1,54,34,9,2,4.6,12.3,6.9,5.6,4.8,10,65.9
17,Female,2nd Year,4.6,1,90,Copilot,Unknown,4,42,116,5,5,8.3,6.4,7.0,4.6,2.3,8,48.9
22,Female,12th,4.4,1,164,ChatGPT,Homework,2,89,96,3,6,9.4,17.3,8.4,4.1,3.8,9,70.9
17,Female,10th,2.1,1,63,Gemini,Coding,10,22,58,5,8,6.7,39.8,7.5,2.5,2.8,7,68.0
23,Female,2nd Year,0.8,1,126,Copilot,Homework,9,15,13,3,9,7.1,-12.4,5.8,1.8,4.9,6,56.1
16,Female,11th,5.2,0,87,Gemini,Exam Prep,2,84,42,5,1,8.9,-3.7,7.5,4.8,2.5,2,30.7
22,Male,2nd Year,2.2,0,44,ChatGPT,Homework,4,51,45,10,2,5.1,36.1,8.5,3.5,4.7,7,55.5
15,Female,3rd Year,1.6,0,143,Gemini,Homework,3,92,118,6,10,7.4,39.7,8.1,0.5,2.0,6,77.8
17,Male,12th,3.3,0,25,Claude,Homework,1,53,21,9,9,6.2,13.5,4.2,2.6,0.9,3,62.1
19,Female,11th,5.5,1,158,ChatGPT+Gemini,Doubt Solving,1,83,59,2,9,7.3,-19.0,4.3,0.9,1.9,10,49.7
15,Female,10th,0.7,0,154,Unknown,Unknown,2,75,105,3,5,8.9,29.8,7.4,0.2,2.2,6,59.9
21,Male,10th,4.7,1,170,Gemini,Doubt Solving,8,36,84,6,10,8.1,17.8,8.9,6.0,3.3,5,66.1
21,Male,3rd Year,3.6,0,14,ChatGPT,Unknown,2,89,1,2,7,2.1,11.5,7.0,3.3,3.1,4,80.7
14,Male,2nd Year,2.8,1,57,ChatGPT,Exam Prep,1,66,119,8,4,9.4,37.9,6.2,4.9,0.9,1,53.5
16,Female,11th,4.6,1,176,Claude,Notes,6,17,68,10,6,1.4,-12.0,6.9,2.7,0.6,6,70.4
23,Female,3rd Year,5.8,0,78,ChatGPT,Doubt Solving,1,58,14,7,10,7.8,0.7,6.3,3.8,2.6,2,64.6
22,Female,11th,1.8,1,24,Claude,Notes,10,0,49,1,1,3.6,17.6,5.1,5.9,0.3,9,58.0
18,Female,2nd Year,1.3,1,67,Copilot,Doubt Solving,9,18,111,5,6,8.0,-19.7,5.4,3.9,3.1,5,51.5
19,Female,2nd Year,5.5,0,35,Gemini,Coding,6,12,83,5,10,1.1,31.9,5.5,1.0,3.1,9,62.0
17,Male,1st Year,4.2,1,116,ChatGPT,Coding,10,32,89,1,3,3.0,25.7,7.0,4.7,1.0,9,56.1
23,Male,1st Year,2.9,0,79,ChatGPT+Gemini,Homework,6,93,55,6,10,1.7,-5.9,8.2,5.6,4.7,3,58.3
15,Female,2nd Year,3.7,0,174,Gemini,Notes,1,21,62,2,8,7.8,-1.5,4.3,1.9,2.9,10,83.2
24,Female,12th,4.6,1,58,Claude,Homework,7,26,87,3,8,2.7,-1.7,6.6,1.3,5.0,3,73.8
21,Female,3rd Year,4.8,0,179,Gemini,Unknown,3,49,34,5,7,9.3,31.7,6.7,1.6,0.2,4,50.1
24,Male,1st Year,5.6,1,39,Gemini,Homework,1,76,87,6,8,4.7,-0.7,8.8,1.0,3.8,1,44.8
19,Male,2nd Year,2.8,0,170,ChatGPT,Doubt Solving,9,71,25,2,3,7.5,-3.2,8.1,1.3,1.3,7,72.1
18,Male,11th,2.1,0,116,ChatGPT+Gemini,Doubt Solving,8,52,104,4,1,8.4,24.4,6.0,4.1,2.6,2,63.2
22,Male,3rd Year,4.0,1,80,Copilot,Homework,4,59,113,3,8,9.6,14.7,7.0,2.2,0.5,4,79.1
14,Male,1st Year,2.8,1,130,ChatGPT+Gemini,Unknown,3,49,85,1,5,5.2,1.6,7.3,5.3,0.8,3,51.8
18,Female,12th,3.8,1,70,Unknown,Doubt Solving,2,65,26,4,3,7.0,14.6,7.4,2.2,1.6,5,58.3
19,Male,3rd Year,2.8,0,139,Claude,Unknown,2,82,18,6,8,4.3,35.2,8.5,5.5,3.9,3,64.9
18,Female,3rd Year,1.3,1,170,Unknown,Coding,3,23,36,10,6,3.6,7.0,6.9,0.8,4.1,2,60.3
19,Male,10th,3.1,1,100,ChatGPT+Gemini,Coding,1,68,35,7,1,7.2,-19.7,5.1,0.2,0.9,3,60.1
19,Female,11th,4.3,1,69,ChatGPT+Gemini,Notes,10,7,92,6,2,4.6,24.0,7.2,4.7,0.7,8,55.8
20,Male,12th,4.9,1,173,Claude,Coding,7,19,39,1,4,6.2,39.9,5.2,4.6,4.7,6,51.6
17,Male,12th,3.2,1,176,ChatGPT+Gemini,Unknown,2,98,62,5,9,2.8,-16.9,4.6,4.2,3.6,6,60.7
24,Male,12th,1.4,0,24,Copilot,Homework,6,65,38,5,9,7.4,16.7,7.0,2.5,0.7,1,65.5
21,Other,11th,2.8,0,88,Gemini,Exam Prep,6,69,118,6,10,9.7,3.9,5.4,1.2,0.4,1,48.7
20,Female,12th,4.8,0,130,Copilot,Doubt Solving,4,58,106,5,2,5.8,13.9,7.1,1.4,1.9,6,48.0
22,Male,10th,2.8,1,62,Unknown,Homework,4,79,11,9,1,5.7,-1.5,8.1,4.8,0.6,7,43.3
20,Male,1st Year,4.3,0,29,Gemini,Doubt Solving,1,46,43,6,1,8.7,25.2,4.7,5.6,3.6,9,42.8
16,Female,11th,3.3,1,92,Gemini,Notes,6,35,79,9,2,2.4,-14.4,4.3,5.7,0.9,4,59.0
16,Male,12th,1.8,0,131,ChatGPT+Gemini,Homework,8,1,47,4,10,4.5,-14.6,4.4,2.2,2.5,2,82.1
21,Male,2nd Year,4.9,1,77,Gemini,Homework,10,63,94,3,4,2.6,12.4,8.8,3.9,1.8,8,66.5
18,Female,1st Year,1.0,0,84,Claude,Homework,4,77,78,6,9,5.9,-0.7,4.4,1.8,3.1,6,71.0
17,Female,3rd Year,3.4,1,70,Copilot,Notes,1,37,32,1,8,6.5,35.4,8.6,5.1,4.6,4,62.8
21,Male,11th,1.6,0,148,Gemini,Homework,4,25,78,10,3,9.2,-8.5,8.9,3.6,2.1,3,44.9
19,Male,2nd Year,0.9,1,70,ChatGPT+Gemini,Doubt Solving,2,19,31,5,1,8.5,26.5,4.4,5.2,2.4,3,56.2
15,Female,3rd Year,3.3,1,128,ChatGPT+Gemini,Exam Prep,4,92,21,2,6,6.8,38.5,6.7,4.5,4.3,10,70.5
17,Male,2nd Year,3.2,1,33,ChatGPT+Gemini,Homework,8,3,113,6,10,8.0,-0.4,7.5,1.5,3.2,6,69.8
24,Male,12th,4.4,0,86,ChatGPT,Notes,3,83,119,3,7,6.7,35.1,4.2,0.2,0.3,9,45.2
17,Female,11th,4.6,0,130,Copilot,Notes,5,87,5,9,2,6.1,-1.0,6.6,5.9,0.1,1,48.5
19,Female,12th,4.5,1,17,ChatGPT+Gemini,Homework,10,64,29,2,6,1.4,13.2,6.1,2.7,4.7,2,82.4
19,Male,3rd Year,2.8,0,42,Claude,Notes,2,88,104,1,8,1.2,-20.0,6.5,1.6,1.0,9,53.4
14,Other,10th,4.0,0,75,ChatGPT+Gemini,Coding,9,13,16,7,1,8.7,-4.1,6.7,4.9,4.6,6,45.7
21,Female,2nd Year,3.7,1,77,ChatGPT,Unknown,3,34,119,5,8,3.5,-16.8,7.6,1.0,2.2,4,49.4
19,Male,10th,2.8,0,40,Copilot,Notes,1,84,107,1,3,4.2,-18.2,4.6,3.0,2.3,2,26.6
16,Other,3rd Year,3.8,0,105,Gemini,Exam Prep,7,99,1,5,9,5.0,39.7,9.0,2.5,5.0,7,53.2
22,Male,12th,5.7,1,108,Copilot,Coding,5,51,79,4,10,1.4,25.9,5.4,0.8,2.6,1,62.6
15,Male,1st Year,1.6,1,23,Gemini,Doubt Solving,9,22,54,1,10,9.7,0.2,8.9,4.1,4.9,1,56.6
24,Female,2nd Year,5.5,0,23,Gemini,Coding,3,19,110,8,8,1.9,20.9,7.4,5.3,3.2,1,44.9
21,Male,1st Year,0.8,1,2,ChatGPT+Gemini,Exam Prep,1,89,11,4,2,9.7,11.6,7.4,5.6,3.9,3,73.3
23,Male,11th,2.2,1,72,Unknown,Unknown,7,26,110,10,2,7.4,35.1,8.6,3.3,0.3,4,56.9
16,Male,2nd Year,2.1,1,23,Claude,Coding,8,40,108,7,6,9.5,-5.1,8.4,0.1,0.1,7,67.5
18,Male,10th,3.9,0,118,Claude,Homework,2,77,11,6,9,1.5,10.7,5.1,2.3,3.6,5,64.0
19,Female,1st Year,1.2,1,39,Unknown,Notes,2,35,50,9,3,5.0,-19.6,7.5,3.3,2.5,2,36.1
23,Female,3rd Year,5.4,1,70,ChatGPT+Gemini,Homework,9,3,47,1,2,9.6,23.6,6.5,5.8,4.0,10,47.4
19,Other,11th,5.1,1,136,ChatGPT,Homework,4,25,38,10,3,6.8,14.7,6.5,2.7,0.9,3,48.2
17,Male,2nd Year,4.1,0,108,Gemini,Homework,1,39,80,9,6,5.9,17.4,4.1,2.1,4.1,1,70.1
16,Male,3rd Year,3.0,0,102,Unknown,Coding,9,79,105,8,4,7.0,23.5,6.6,5.5,3.3,1,60.1
17,Male,11th,5.6,1,166,Claude,Doubt Solving,9,83,104,5,2,2.7,2.9,4.5,2.6,1.3,1,49.1
14,Male,10th,5.1,0,32,Copilot,Unknown,6,87,69,3,5,7.7,-10.6,5.3,5.7,4.6,10,44.2
17,Male,3rd Year,3.2,1,161,ChatGPT,Notes,6,73,118,10,8,3.5,-8.9,4.1,1.9,4.8,3,68.2
14,Female,2nd Year,4.4,1,61,ChatGPT+Gemini,Coding,9,65,104,2,5,3.5,23.9,6.0,4.5,2.3,1,62.6
14,Female,11th,3.6,1,84,ChatGPT,Unknown,2,72,89,9,5,6.4,39.6,8.6,5.1,2.3,1,47.4
23,Other,12th,3.7,1,60,Claude,Homework,9,81,0,3,6,1.2,7.0,8.0,5.3,2.9,4,52.2
19,Male,2nd Year,2.3,0,92,Unknown,Exam Prep,4,93,15,4,9,1.5,-9.7,4.3,1.8,3.6,10,63.4
18,Female,2nd Year,3.0,1,26,ChatGPT+Gemini,Exam Prep,4,2,45,6,1,1.1,-15.8,7.6,5.9,3.5,7,62.8
24,Male,2nd Year,0.9,1,125,Claude,Homework,9,63,62,5,2,7.9,8.9,7.6,4.5,2.7,2,49.8
17,Male,2nd Year,2.5,1,144,Gemini,Doubt Solving,7,28,103,6,8,1.2,23.0,7.9,0.9,4.6,10,52.0
24,Female,12th,4.3,1,59,ChatGPT,Unknown,10,53,58,2,8,1.9,16.1,7.3,4.6,0.8,5,48.6
16,Female,3rd Year,5.7,1,169,Unknown,Notes,5,6,46,5,5,6.5,-2.5,4.3,5.0,1.0,10,45.4
14,Male,3rd Year,5.8,1,46,Gemini,Unknown,8,24,15,4,5,5.3,15.7,7.3,1.1,3.6,10,53.7
19,Male,3rd Year,3.6,0,111,Copilot,Coding,1,23,45,1,6,4.3,12.6,5.1,1.0,3.7,6,77.4
15,Male,10th,3.8,1,86,Gemini,Doubt Solving,7,42,79,4,8,4.2,-7.0,7.0,0.8,2.0,3,61.4
21,Female,12th,1.5,1,108,ChatGPT,Exam Prep,4,5,38,2,4,8.7,4.6,7.4,3.0,1.5,6,60.6
23,Male,12th,4.3,0,148,Copilot,Homework,2,14,92,7,4,1.7,32.5,4.5,4.3,0.2,8,61.5
18,Other,11th,0.9,1,135,Claude,Coding,2,78,49,7,1,9.3,25.2,6.3,2.3,1.9,9,36.4
20,Male,1st Year,2.1,0,72,Unknown,Doubt Solving,9,39,48,5,10,3.1,35.8,5.2,0.3,1.2,1,48.4
23,Male,3rd Year,4.2,1,121,Copilot,Unknown,6,90,25,1,1,5.4,33.5,8.0,2.2,4.2,4,23.3
15,Female,1st Year,2.2,0,96,ChatGPT,Doubt Solving,4,60,93,1,7,9.6,-5.2,8.7,4.2,2.4,5,32.5
21,Female,11th,0.8,0,67,ChatGPT+Gemini,Doubt Solving,2,20,32,7,5,6.7,31.7,6.6,0.6,2.8,6,46.4
15,Male,12th,5.1,1,62,Copilot,Unknown,7,57,106,10,5,3.3,16.9,6.8,3.3,3.7,9,49.2
17,Female,11th,2.2,1,81,Claude,Coding,9,95,19,1,1,9.8,37.7,4.4,3.6,1.5,2,39.5
14,Female,2nd Year,0.8,1,29,Copilot,Notes,2,31,100,2,2,8.3,-8.2,5.9,3.9,4.4,8,30.4
18,Female,11th,0.9,0,24,Unknown,Unknown,4,11,118,4,3,3.8,0.6,4.7,2.1,2.0,6,57.3
22,Female,11th,1.9,1,120,Gemini,Coding,1,8,76,5,5,6.4,4.0,7.5,5.6,0.5,8,66.2
14,Female,2nd Year,1.5,0,96,ChatGPT+Gemini,Unknown,1,19,71,1,2,6.0,-18.6,8.8,6.0,4.3,1,53.6
22,Female,1st Year,4.8,0,98,ChatGPT,Homework,3,14,95,1,7,6.5,8.8,8.0,5.0,4.6,4,45.6
24,Female,2nd Year,2.3,0,105,ChatGPT+Gemini,Coding,1,76,81,3,6,2.1,36.6,5.9,0.7,1.1,2,57.5
21,Male,10th,4.9,0,55,Gemini,Doubt Solving,4,7,108,1,10,6.8,28.9,7.3,1.6,3.3,2,49.8
19,Male,11th,1.5,1,161,ChatGPT+Gemini,Notes,6,20,40,3,8,2.9,-8.0,9.0,1.2,3.4,6,78.0
20,Male,11th,3.2,1,177,Gemini,Notes,5,44,10,5,1,3.9,-3.1,4.2,0.3,1.2,6,43.8
16,Male,1st Year,4.3,0,129,Unknown,Homework,9,88,54,3,8,5.9,38.6,5.4,5.4,2.1,3,47.6
14,Male,12th,4.1,1,52,Copilot,Homework,2,98,101,10,3,2.9,-16.4,4.4,1.1,2.0,5,50.9
18,Other,2nd Year,3.8,0,125,ChatGPT,Exam Prep,2,39,106,8,8,9.0,7.2,7.2,2.3,3.1,6,62.4
15,Male,12th,5.6,1,40,Gemini,Exam Prep,3,93,46,5,6,4.8,33.2,8.2,2.3,2.4,8,57.3
18,Male,10th,1.8,1,22,Gemini,Exam Prep,4,94,77,5,3,2.5,21.8,5.8,4.7,3.4,5,50.5
21,Female,2nd Year,3.2,0,30,Copilot,Coding,9,5,103,6,2,1.5,38.9,6.0,2.7,0.5,7,41.1
24,Male,10th,5.4,1,1,Gemini,Notes,6,10,49,4,5,8.0,38.5,5.5,2.2,1.4,1,51.5
22,Male,10th,0.9,0,59,ChatGPT,Homework,9,63,96,5,1,8.5,25.1,6.8,1.6,0.3,3,27.0
15,Male,10th,0.8,1,77,Claude,Exam Prep,5,41,116,6,3,1.7,9.2,4.6,3.2,2.8,1,59.8
16,Male,3rd Year,1.8,0,22,ChatGPT+Gemini,Homework,9,58,104,6,4,5.9,17.4,4.9,0.7,2.1,7,42.1
16,Male,2nd Year,4.0,1,34,Unknown,Exam Prep,9,7,22,5,6,6.9,27.6,4.4,3.7,4.8,5,55.3
14,Female,2nd Year,1.9,1,0,Unknown,Coding,1,71,60,10,8,9.2,-2.4,4.7,4.9,1.5,5,32.6
21,Female,3rd Year,1.5,0,104,Gemini,Unknown,9,54,6,6,10,1.4,7.5,8.2,5.6,1.4,6,57.6
19,Male,1st Year,3.0,0,175,ChatGPT+Gemini,Coding,7,38,14,9,8,4.1,20.0,4.9,3.8,1.8,1,32.7
21,Male,3rd Year,3.9,1,48,Unknown,Doubt Solving,8,50,78,8,6,2.1,-3.7,6.4,4.9,2.4,8,54.5
24,Male,11th,1.9,0,167,ChatGPT+Gemini,Homework,3,54,8,4,4,4.9,19.4,7.5,1.4,3.1,6,37.1
22,Female,12th,2.2,0,61,Unknown,Unknown,1,75,84,2,8,4.3,-11.2,4.9,3.1,1.8,9,60.8
18,Male,12th,3.9,1,14,Claude,Unknown,4,2,36,4,10,6.4,5.2,6.2,1.7,3.3,7,65.1
16,Male,10th,5.7,1,157,Gemini,Doubt Solving,1,42,102,6,1,7.1,-13.9,5.1,6.0,3.6,5,48.2
18,Female,2nd Year,4.2,0,20,ChatGPT,Unknown,1,44,58,10,4,9.7,30.6,8.6,2.3,3.7,7,75.0
18,Male,2nd Year,4.8,0,135,Gemini,Coding,4,79,27,7,2,2.5,-1.8,4.2,1.3,4.2,2,35.9
18,Male,10th,2.5,1,134,ChatGPT+Gemini,Unknown,8,90,107,4,10,8.2,35.6,6.9,4.6,0.8,8,62.1
16,Male,11th,2.0,0,104,Copilot,Coding,1,15,5,3,9,8.6,27.3,8.4,2.8,3.7,5,89.6
24,Female,12th,3.0,1,33,Claude,Unknown,10,4,9,1,5,6.1,-1.1,7.9,0.8,1.5,4,64.2
23,Female,3rd Year,4.9,1,120,ChatGPT,Unknown,10,39,14,7,6,8.1,16.2,5.2,4.7,3.6,5,56.1
17,Female,1st Year,3.0,1,169,ChatGPT,Homework,9,75,117,1,10,4.1,6.4,6.7,2.9,0.1,4,56.0
22,Female,11th,5.2,0,95,ChatGPT+Gemini,Doubt Solving,6,66,87,8,3,1.3,28.4,4.3,4.7,1.1,6,58.9
23,Female,2nd Year,5.9,0,9,ChatGPT,Unknown,5,98,3,5,8,2.4,21.2,5.4,4.5,2.4,10,40.0
22,Other,10th,0.9,0,89,ChatGPT+Gemini,Unknown,9,44,110,8,4,2.5,19.2,5.9,3.4,3.0,3,66.2
15,Other,12th,0.7,1,57,ChatGPT,Doubt Solving,9,2,113,2,8,8.9,23.6,4.4,4.3,4.7,7,84.1
21,Male,10th,1.3,1,108,ChatGPT,Doubt Solving,9,30,98,3,4,9.6,5.3,4.8,5.1,1.2,8,55.6
21,Female,2nd Year,2.6,0,98,Unknown,Homework,3,23,57,4,3,4.6,4.8,8.2,2.7,2.6,5,54.6
20,Male,10th,1.2,1,108,Unknown,Homework,8,28,14,2,3,6.9,1.1,6.3,5.7,2.5,7,47.7
21,Male,3rd Year,5.3,1,131,ChatGPT+Gemini,Homework,10,54,115,4,3,3.7,-10.4,8.7,1.1,3.5,6,48.0
16,Female,12th,0.6,0,88,Claude,Notes,4,32,36,6,3,5.0,1.7,4.8,5.8,1.2,1,65.6
19,Male,10th,2.2,0,135,ChatGPT,Unknown,4,50,1,7,5,6.6,17.9,7.4,1.4,4.6,4,57.9
14,Female,12th,1.5,0,11,Gemini,Coding,7,79,46,6,8,8.7,-1.1,7.8,3.0,5.0,7,57.5
20,Male,10th,5.6,1,117,Copilot,Notes,8,96,103,7,4,4.8,-8.4,7.9,2.8,4.4,4,59.1
14,Female,10th,4.2,1,87,Unknown,Notes,4,73,27,2,9,7.3,37.4,7.8,0.4,3.5,1,57.2
22,Female,12th,5.5,1,87,ChatGPT+Gemini,Coding,10,29,68,1,6,3.2,14.9,4.8,1.1,3.4,8,50.0
14,Female,3rd Year,5.8,0,152,ChatGPT,Unknown,6,97,86,9,4,4.0,-18.1,6.2,5.0,3.8,6,57.6
14,Male,10th,3.2,0,154,Unknown,Exam Prep,1,60,72,7,4,3.0,26.9,8.5,1.7,2.8,10,38.4
20,Male,3rd Year,1.8,1,129,Claude,Exam Prep,2,59,70,2,10,8.8,20.5,6.9,0.0,1.2,7,68.6
15,Female,11th,1.6,1,72,Unknown,Exam Prep,5,34,67,7,4,2.1,3.3,5.9,4.9,4.4,1,84.4
18,Male,1st Year,1.7,1,160,Gemini,Homework,4,6,18,4,4,7.9,21.8,4.1,5.7,3.3,9,63.8
21,Other,11th,4.4,1,82,ChatGPT+Gemini,Homework,3,5,7,3,2,6.7,34.9,7.0,3.2,0.4,3,41.5
21,Female,1st Year,0.7,1,176,Gemini,Doubt Solving,6,14,30,4,6,6.9,-7.1,8.5,3.6,2.5,6,62.6
16,Male,11th,0.8,0,4,Unknown,Doubt Solving,10,95,13,5,1,8.9,11.7,5.0,0.7,2.2,8,42.9
20,Male,1st Year,3.8,1,46,Copilot,Notes,6,65,28,9,10,5.8,26.3,9.0,5.7,0.5,2,74.8
16,Male,10th,4.0,1,23,Claude,Doubt Solving,10,95,8,4,3,1.7,-15.0,5.1,1.3,1.8,1,51.0
19,Female,12th,4.2,0,120,ChatGPT+Gemini,Homework,8,91,100,9,5,9.4,25.1,6.9,3.3,1.0,6,70.0
19,Male,12th,2.5,1,94,ChatGPT+Gemini,Notes,2,84,69,4,6,4.0,25.8,6.4,5.8,0.2,6,43.7
16,Male,2nd Year,4.9,0,171,ChatGPT,Doubt Solving,7,16,105,1,8,1.3,13.2,7.9,2.7,0.1,9,59.7
20,Male,1st Year,3.4,1,141,Gemini,Doubt Solving,7,18,59,1,4,5.8,27.1,6.4,0.6,1.4,5,50.8
16,Female,2nd Year,1.1,1,163,ChatGPT+Gemini,Exam Prep,2,13,91,4,4,4.2,20.2,5.7,1.3,0.5,3,46.8
21,Male,3rd Year,4.9,1,50,Gemini,Homework,6,48,44,4,1,9.2,-0.5,8.8,0.4,4.2,5,34.5
23,Male,3rd Year,5.7,1,133,Copilot,Notes,5,50,73,10,10,5.6,-11.2,6.8,2.4,4.9,7,86.5
17,Female,2nd Year,0.8,1,144,ChatGPT,Coding,2,33,53,7,8,1.5,37.7,4.2,3.5,2.3,2,78.2
14,Female,1st Year,2.7,1,81,Copilot,Unknown,9,83,44,1,2,3.1,14.5,6.2,2.7,2.9,8,32.2
17,Female,12th,3.2,0,71,ChatGPT,Doubt Solving,8,20,2,5,6,3.0,22.7,6.5,2.1,4.7,4,51.1
20,Male,1st Year,1.3,1,50,ChatGPT,Homework,7,47,75,10,9,7.9,12.5,4.2,1.0,3.8,2,63.0
24,Male,3rd Year,5.3,0,51,Gemini,Notes,6,66,35,8,6,1.6,24.6,7.4,4.2,2.5,7,68.8
17,Female,10th,2.1,1,11,Unknown,Unknown,5,57,10,8,1,3.9,-10.8,6.4,5.8,2.1,6,62.8
19,Male,2nd Year,4.8,0,80,ChatGPT,Homework,9,77,72,7,5,7.0,-6.7,4.6,2.0,3.7,7,81.5
22,Female,2nd Year,4.2,0,94,Copilot,Homework,5,20,5,4,8,6.5,31.2,5.7,3.1,1.6,7,64.9
14,Female,3rd Year,3.8,0,114,Unknown,Notes,6,26,75,7,1,6.8,-16.7,6.5,1.0,3.7,4,32.7
18,Male,1st Year,1.6,1,128,Copilot,Exam Prep,3,70,109,1,1,6.0,7.4,8.4,0.4,0.4,6,45.0
24,Female,2nd Year,1.7,0,10,Unknown,Unknown,9,28,116,6,10,2.6,-8.5,6.3,1.0,2.6,1,86.1
20,Female,12th,0.8,0,15,Copilot,Exam Prep,8,8,40,7,2,7.1,14.2,8.5,0.6,0.9,1,73.1
14,Male,2nd Year,1.8,0,100,Gemini,Doubt Solving,9,78,71,3,9,9.6,7.9,7.8,3.7,3.7,2,76.8
17,Female,1st Year,2.4,0,112,Gemini,Exam Prep,1,43,40,8,5,1.4,24.3,7.2,3.9,4.8,5,55.6
19,Male,3rd Year,5.1,0,91,Claude,Doubt Solving,1,27,76,8,4,4.3,-1.5,7.1,6.0,3.3,7,56.7
15,Male,12th,2.5,1,8,ChatGPT+Gemini,Doubt Solving,2,37,61,8,4,3.6,5.3,7.6,6.0,3.6,8,30.2
23,Male,12th,4.7,0,118,Claude,Notes,4,14,106,5,5,2.3,-5.9,6.2,2.7,0.8,1,50.5
18,Female,2nd Year,2.9,1,122,Claude,Homework,10,14,8,7,1,3.4,-13.8,6.1,1.4,2.7,8,36.0
24,Female,1st Year,4.8,0,7,ChatGPT,Coding,5,29,83,5,4,1.2,-6.4,5.1,2.9,3.9,10,58.7
23,Female,2nd Year,5.9,1,24,ChatGPT,Coding,7,31,103,8,3,6.8,33.9,6.8,5.4,4.3,1,51.2
14,Male,10th,1.8,1,167,Claude,Exam Prep,4,39,9,9,6,6.5,9.0,7.5,4.1,4.9,10,43.9
19,Female,3rd Year,5.2,0,118,ChatGPT+Gemini,Notes,1,75,40,4,10,5.5,12.3,5.3,3.7,3.7,8,52.6
19,Male,10th,3.9,1,150,Claude,Coding,8,83,26,4,7,3.8,24.4,5.2,4.2,2.9,1,51.4
17,Female,12th,5.0,0,22,Gemini,Homework,3,90,52,7,1,9.8,31.9,4.9,0.9,4.1,7,54.8
